user_id,pass_rating
302539374,4.980000019073486
303420109,5.0
303512950,5.0
303724812,4.789999961853027
302892441,4.880000114440918
302914441,5.0
302933250,5.0
302948548,5.0
302993751,5.0
303051272,4.949999809265137
303184293,5.0
300020591,4.980000019073486
300027126,4.96999979019165
300433751,4.909999847412109
300535779,4.949999809265137
300810028,4.920000076293945
301186208,4.889999866485596
301403408,4.889999866485596
34822358,4.920000076293945
37554777,5.0
37690472,4.96999979019165
43355481,4.690000057220459
48672708,4.980000019073486
50424232,4.880000114440918
53028043,4.940000057220459
60956626,4.809999942779541
69428412,5.0
72520148,5.0
77174750,4.960000038146973
82407133,4.96999979019165
85709804,4.949999809265137
156735,4.96999979019165
156947,4.940000057220459
587193,5.0
1691157,4.96999979019165
1974363,5.0
2411028,5.0
2564391,4.920000076293945
3162106,4.920000076293945
3251916,4.949999809265137
3319932,4.849999904632568
3692754,4.949999809265137
4335254,4.980000019073486
5358471,4.989999771118164
5454174,4.980000019073486
5516774,4.940000057220459
5610716,4.96999979019165
5825175,5.0
5970647,4.989999771118164
7178891,4.989999771118164
7183274,4.960000038146973
7286920,5.0
7380002,4.980000019073486
7744984,4.940000057220459
7872425,4.900000095367432
8699569,5.0
8996516,4.989999771118164
88483633,4.96999979019165
88631713,4.989999771118164
94599672,4.989999771118164
94973847,4.989999771118164
96732763,4.960000038146973
103698987,4.940000057220459
104575798,4.980000019073486
111565978,5.0
116221812,4.980000019073486
122150263,4.96999979019165
128354033,4.78000020980835
142783203,4.980000019073486
144412915,5.0
148900400,4.960000038146973
153948490,4.96999979019165
154454979,4.989999771118164
160638138,5.0
162793753,5.0
176627580,5.0
9485872,5.0
9509239,4.980000019073486
9601611,4.909999847412109
9849870,4.980000019073486
10292167,4.860000133514404
10737110,4.949999809265137
10807076,4.650000095367432
11454020,5.0
12896465,4.96999979019165
13492801,5.0
14216478,4.980000019073486
14757203,4.940000057220459
15312496,4.980000019073486
15441279,4.929999828338623
15985918,4.949999809265137
18027119,5.0
18528211,5.0
18949747,4.880000114440918
21408751,4.96999979019165
27503306,4.96999979019165
27835124,5.0
28857035,4.980000019073486
28923928,5.0
31598867,4.920000076293945
